,kode,Link Paket,Link Peserta,Nama Paket,Detail Paket,Tender,SPSE,Nilai Kontrak,K/L/PD,Link Tahapan,HPS
1050,940469,https://lpse.basarnas.go.id/eproc4/lelang/940469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/940469/peserta,Pembangunan Gedung Siaga dan Shelter Kendaraan Kantor SAR Ambon,Pekerjaan Konstruksi - TA 2016 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Dibatalkan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/940469/jadwal,"1,6 M"
1051,939469,https://lpse.basarnas.go.id/eproc4/lelang/939469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/939469/peserta,Pembangunan Garasi Kendaraan Pos SAR Bau Bau,Jasa Lainnya - TA 2016 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,"  Rp. 239.400.000,00",Badan SAR Nasional,/eproc4/lelang/939469/jadwal,252 Jt
1052,938469,https://lpse.basarnas.go.id/eproc4/lelang/938469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/938469/peserta,Pembangunan Garasi Kendaraan Pos SAR Kolaka,Pekerjaan Konstruksi - TA 2016 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,"  Rp. 275.500.000,00",Badan SAR Nasional,/eproc4/lelang/938469/jadwal,288 Jt
1053,937469,https://lpse.basarnas.go.id/eproc4/lelang/937469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/937469/peserta,Pengawasan Perluasan Gedung Pos SAR Sarmi,Jasa Konsultansi Badan Usaha - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File Pagu Anggaran,nan,spse 3,"  Rp. 55.000.000,00",Badan SAR Nasional,/eproc4/lelang/937469/jadwal,"63,1 Jt"
1054,936469,https://lpse.basarnas.go.id/eproc4/lelang/936469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/936469/peserta,Perluasan Gedung Pos SAR Sarmi,Pengadaan Barang - TA 2016 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,"  Rp. 2.065.264.000,00",Badan SAR Nasional,/eproc4/lelang/936469/jadwal,"2,1 M"
1055,935469,https://lpse.basarnas.go.id/eproc4/lelang/935469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/935469/peserta,Pembangunan Pagar dan Papan Nama Pos SAR Langsa,Pekerjaan Konstruksi - TA 2016 - Lelang Pemilihan Langsung - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,"  Rp. 525.000.000,00",Badan SAR Nasional,/eproc4/lelang/935469/jadwal,600 Jt
1056,933469,https://lpse.basarnas.go.id/eproc4/lelang/933469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/933469/peserta,Pekerjaan Pengadaan Kantong Mayat Kantor Pusat Badan SAR Nasional,Pengadaan Barang - TA 2016 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/933469/jadwal,"299,5 Jt"
1057,932469,https://lpse.basarnas.go.id/eproc4/lelang/932469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/932469/peserta,Pembangunan Perluasan Gedung Kantor SAR Yogyakarta,Pekerjaan Konstruksi - TA 2016 - Lelang Pemilihan Langsung - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/932469/jadwal,"2,8 M"
1058,931469,https://lpse.basarnas.go.id/eproc4/lelang/931469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/931469/peserta,Pemasangan Paving Block Pos SAR Mamuju,Pekerjaan Konstruksi - TA 2016 - Lelang Pemilihan Langsung - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,BADAN NASIONAL PENCARIAN DAN PERTOLONGAN,/eproc4/lelang/931469/jadwal,594 Jt
1059,930469,https://lpse.basarnas.go.id/eproc4/lelang/930469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/930469/peserta,Pembangunan Pagar Kantor SAR Makassar,Pekerjaan Konstruksi - TA 2016 - Lelang Pemilihan Langsung - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,"  Rp. 227.943.000,00",BADAN NASIONAL PENCARIAN DAN PERTOLONGAN,/eproc4/lelang/930469/jadwal,"231,7 Jt"
1060,929469,https://lpse.basarnas.go.id/eproc4/lelang/929469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/929469/peserta,Pengadaan Perlengkapan Safety Equipment Crew Helikopter Kantor Pusat Badan SAR Nasional,Pengadaan Barang - TA 2016 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Ulang,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/929469/jadwal,"998,1 Jt"
1061,928469,https://lpse.basarnas.go.id/eproc4/lelang/928469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/928469/peserta,Pekerjaan Pembangunan Shelter Helikopter Badan SAR Nasional dan Kelengkapannya,Pekerjaan Konstruksi - TA 2016 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/928469/jadwal,"15,6 M"
1062,927469,https://lpse.basarnas.go.id/eproc4/lelang/927469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/927469/peserta,PEKERJAAN PERBAIKAN KOMPONEN PESAWAT HELIKOPTER UNTUK PEMELIHARAAN PESAWAT HELIKOPTER BO-105 KANTOR PUSAT BASARNAS,Pengadaan Barang - TA 2016 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Ulang,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/927469/jadwal,"2,5 M"
1063,926469,https://lpse.basarnas.go.id/eproc4/lelang/926469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/926469/peserta,Pekerjaan PI 300 Jam HR 1522 Dan Perbaikan Komponen Untuk Pemeliharaan Pesawat Helikopter BO-105,Pengadaan Barang - TA 2016 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Ulang,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/926469/jadwal,"5,5 M"
1064,925469,https://lpse.basarnas.go.id/eproc4/lelang/925469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/925469/peserta,Pekerjaan Pengadaan Extreme Weather Rescuer Suit Kantor Pusat Badan SAR Nasional,Pengadaan Barang - TA 2016 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/925469/jadwal,10 M
1065,924469,https://lpse.basarnas.go.id/eproc4/lelang/924469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/924469/peserta,PEKERJAAN PEMBANGUNAN GEDUNG RUANG KOMUNIKASI (LT. 2),Pekerjaan Konstruksi - TA 2016 - Lelang Pemilihan Langsung - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Ulang,spse 3,"  Rp. 817.000.000,00",Badan SAR Nasional,/eproc4/lelang/924469/jadwal,1 M
1066,923469,https://lpse.basarnas.go.id/eproc4/lelang/923469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/923469/peserta,PEMBANGUNAN FISIK SHELTER KENDARAAN POS SAR KARANGASEM 1 (SATU) PAKET,Pekerjaan Konstruksi - TA 2016 - Lelang Pemilihan Langsung - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Dibatalkan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/923469/jadwal,"317,7 Jt"
1067,922469,https://lpse.basarnas.go.id/eproc4/lelang/922469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/922469/peserta,Pengembangan Gedung Kantor SAR Merauke Tahap II,Pekerjaan Konstruksi - TA 2016 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Ulang,spse 3,"  Rp. 4.613.800.000,00",Badan SAR Nasional,/eproc4/lelang/922469/jadwal,"4,8 M"
1068,921469,https://lpse.basarnas.go.id/eproc4/lelang/921469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/921469/peserta,Pekerjaan Pembangunan Gedung Operasional Kantor SAR Jakarta,Pekerjaan Konstruksi - TA 2016 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,"  Rp. 6.347.899.000,00",Badan SAR Nasional,/eproc4/lelang/921469/jadwal,"6,5 M"
1069,920469,https://lpse.basarnas.go.id/eproc4/lelang/920469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/920469/peserta,Pengadaan Perlengkapan Safety Equipment Crew Helikopter Kantor Pusat Badan SAR Nasional,Pengadaan Barang - TA 2016 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Dibatalkan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/920469/jadwal,"998,1 Jt"
1070,919469,https://lpse.basarnas.go.id/eproc4/lelang/919469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/919469/peserta,PENGADAAN MEUBLEAIR BALAI DIKLAT BASARNAS,Pengadaan Barang - TA 2016 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/919469/jadwal,"2,5 M"
1071,918469,https://lpse.basarnas.go.id/eproc4/lelang/918469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/918469/peserta,Pekerjaan Pembangunan Pagar Pengaman Gedung Siaga SAR Kantor SAR Pontianak,Pekerjaan Konstruksi - TA 2016 - Lelang Pemilihan Langsung - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,"  Rp. 431.792.000,00",Badan SAR Nasional,/eproc4/lelang/918469/jadwal,450 Jt
1072,917469,https://lpse.basarnas.go.id/eproc4/lelang/917469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/917469/peserta,PENGADAAN ALAT BANTU INSTRUKSI DIKLAT BALAI DIKLAT,Pengadaan Barang - TA 2016 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/917469/jadwal,5 M
1073,916469,https://lpse.basarnas.go.id/eproc4/lelang/916469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/916469/peserta,PEKERJAAN PERBAIKAN KOMPONEN PESAWAT HELIKOPTER UNTUK PEMELIHARAAN PESAWAT HELIKOPTER BO-105 KANTOR PUSAT BASARNAS,Pengadaan Barang - TA 2016 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Dibatalkan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/916469/jadwal,"2,5 M"
1074,915469,https://lpse.basarnas.go.id/eproc4/lelang/915469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/915469/peserta,Pekerjaan PI 300 Jam HR 1522 Dan Perbaikan Komponen Untuk Pemeliharaan Pesawat Helikopter BO-105,Pengadaan Barang - TA 2016 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Dibatalkan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/915469/jadwal,"5,5 M"
1075,914469,https://lpse.basarnas.go.id/eproc4/lelang/914469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/914469/peserta,PEMBANGUNAN GEDUNG SERBAGUNA,Pekerjaan Konstruksi - TA 2016 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,"  Rp. 1.201.640.000,00",Badan SAR Nasional,/eproc4/lelang/914469/jadwal,"1,2 M"
1076,913469,https://lpse.basarnas.go.id/eproc4/lelang/913469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/913469/peserta,Pengembangan Gedung Kantor SAR Merauke Tahap II,Pekerjaan Konstruksi - TA 2016 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Dibatalkan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/913469/jadwal,"4,8 M"
1077,912469,https://lpse.basarnas.go.id/eproc4/lelang/912469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/912469/peserta,Pekerjaan Pengadaan Cargo Hook Pesawat Helikopter Kantor Pusat Basarnas,Pengadaan Barang - TA 2016 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/912469/jadwal,5 M
1078,911469,https://lpse.basarnas.go.id/eproc4/lelang/911469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/911469/peserta,PEKERJAAN PEMBANGUNAN GEDUNG RUANG KOMUNIKASI (LT. 2),Pekerjaan Konstruksi - TA 2016 - Lelang Pemilihan Langsung - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Dibatalkan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/911469/jadwal,1 M
1079,910469,https://lpse.basarnas.go.id/eproc4/lelang/910469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/910469/peserta,PEKERJAAN PENGADAAN LINE MAINTENANCE DAN ACCESSORIES PESAWAT HELIKOPTER KANTOR PUSAT BASARNAS,Pengadaan Barang - TA 2016 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/910469/jadwal,"29,8 M"
1080,909469,https://lpse.basarnas.go.id/eproc4/lelang/909469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/909469/peserta,PEKERJAAN PENGADAAN MAIN ROTOR BLADE HELIKOPTER DAUPHIN AS365N3+ KANTOR PUSAT BASARNAS,Pengadaan Barang - TA 2016 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/909469/jadwal,18 M
1081,908469,https://lpse.basarnas.go.id/eproc4/lelang/908469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/908469/peserta,Pembangunan Pagar Belakang Keliling Kantor SAR Bandung,Pekerjaan Konstruksi - TA 2016 - Lelang Pemilihan Langsung - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/908469/jadwal,869 Jt
1082,907469,https://lpse.basarnas.go.id/eproc4/lelang/907469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/907469/peserta,Pemagaran Halaman Pos SAR Mentawai,Pekerjaan Konstruksi - TA 2016 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/907469/jadwal,1 M
1083,906469,https://lpse.basarnas.go.id/eproc4/lelang/906469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/906469/peserta,Pekerjaan Pengawasan Teknis Pembangunan Gedung Operasional Kantor SAR Jakarta,Jasa Konsultansi Badan Usaha - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File Pagu Anggaran,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/906469/jadwal,"195,2 Jt"
1084,905469,https://lpse.basarnas.go.id/eproc4/lelang/905469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/905469/peserta,Pengadaan Jasa Konsultansi Perencanaan Pematangan dan Pengurukan Tanah Belakang Kantor SAR Bandung,Jasa Konsultansi Badan Usaha - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File Biaya Terendah,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/905469/jadwal,"102,7 Jt"
1085,904469,https://lpse.basarnas.go.id/eproc4/lelang/904469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/904469/peserta,Pengawasan Pembangunan Gedung Kantor SAR Timika Tahap II,Jasa Konsultansi Badan Usaha - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File Pagu Anggaran,nan,spse 3,"  Rp. 80.000.000,00",Badan SAR Nasional,/eproc4/lelang/904469/jadwal,"81,8 Jt"
1086,903469,https://lpse.basarnas.go.id/eproc4/lelang/903469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/903469/peserta,Pembangunan Gedung Kantor SAR Timika Tahap II,Pekerjaan Konstruksi - TA 2016 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Dibatalkan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/903469/jadwal,"2,5 M"
1087,902469,https://lpse.basarnas.go.id/eproc4/lelang/902469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/902469/peserta,Perencanaan Pembangunan Gedung Kantor SAR Timika Tahap II,Jasa Konsultansi Badan Usaha - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File Pagu Anggaran,nan,spse 3,"  Rp. 114.800.000,00",Badan SAR Nasional,/eproc4/lelang/902469/jadwal,"116,2 Jt"
1088,901469,https://lpse.basarnas.go.id/eproc4/lelang/901469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/901469/peserta,PEKERJAAN PENGADAAN LONG RANGE SATELLITE BACKBONE FOR RADIO COMMUNICATION,Pengadaan Barang - TA 2016 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/901469/jadwal,35 M
1089,900469,https://lpse.basarnas.go.id/eproc4/lelang/900469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/900469/peserta,Pematangan Lahan Tempat Sandar Kapal Kantor SAR Kupang,Pekerjaan Konstruksi - TA 2016 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/900469/jadwal,"1,2 M"
1090,899469,https://lpse.basarnas.go.id/eproc4/lelang/899469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/899469/peserta,Pemagaran Lahan Tempat Sandar Kapal Kantor SAR Kupang,Pekerjaan Konstruksi - TA 2016 - Lelang Pemilihan Langsung - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/899469/jadwal,545 Jt
1091,898469,https://lpse.basarnas.go.id/eproc4/lelang/898469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/898469/peserta,Pekerjaan Pengawasan (Supervisi) Pembangunan Shelter Helikopter Badan SAR Nasional,Jasa Konsultansi Badan Usaha - TA 2016 - Seleksi Umum - Prakualifikasi Dua File Kualitas dan Biaya,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/898469/jadwal,"360,2 Jt"
1092,897469,https://lpse.basarnas.go.id/eproc4/lelang/897469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/897469/peserta,Pekerjaan Pembangunan Shelter Helikopter Badan SAR nasional,Pekerjaan Konstruksi - TA 2016 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Dibatalkan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/897469/jadwal,"15,6 M"
1093,896469,https://lpse.basarnas.go.id/eproc4/lelang/896469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/896469/peserta,Pekerjaan Pengadaan Fly Way Kit Untuk Helikopter Kantor Pusat Badan SAR Nasional,Pengadaan Barang - TA 2016 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/896469/jadwal,4 M
1094,895469,https://lpse.basarnas.go.id/eproc4/lelang/895469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/895469/peserta,Pembangunan Gedung Siaga ABK,Pekerjaan Konstruksi - TA 2016 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/895469/jadwal,"927,8 Jt"
1095,894469,https://lpse.basarnas.go.id/eproc4/lelang/894469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/894469/peserta,PEKERJAAN PENGADAAN PORTABLE RADIO LINK,Pengadaan Barang - TA 2016 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/894469/jadwal,15 M
1096,893469,https://lpse.basarnas.go.id/eproc4/lelang/893469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/893469/peserta,Perencanaan Pembangunan Gedung Kantor SAR Timika Tahap-II,Jasa Konsultansi Badan Usaha - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File Pagu Anggaran,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/893469/jadwal,"116,2 Jt"
1097,892469,https://lpse.basarnas.go.id/eproc4/lelang/892469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/892469/peserta,Pekerjaan Pengawasan (Supervisi) Pembangunan 1 (Satu) Unit Kapal Penyelamatan (Rescue Boat) Bahan Aluminium Panjang 40 M untuk Kantor SAR Tanjung Pinang (Paket III),Jasa Konsultansi Badan Usaha - TA 2016 - Seleksi Umum - Prakualifikasi Dua File Kualitas dan Biaya,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/892469/jadwal,"602,2 Jt"
1098,891469,https://lpse.basarnas.go.id/eproc4/lelang/891469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/891469/peserta,Pengadaan Pekerjaan Produksi Dokumenter SAR,Jasa Lainnya - TA 2016 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/891469/jadwal,4 M
1099,890469,https://lpse.basarnas.go.id/eproc4/lelang/890469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/890469/peserta,Pekerjaan Pengadaan Peralatan Sistem Pencarian Bawah Air Dan Remotely Operated Vehicle (ROV),Pengadaan Barang - TA 2016 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/890469/jadwal,62 M
1100,889469,https://lpse.basarnas.go.id/eproc4/lelang/889469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/889469/peserta,"Pekerjaan Pengadaan Pembangunan 1 (Satu) Unit Kapal Penyelamatan (Rescue Boat) Bahan Aluminium 
Panjang 40 M untuk Kantor SAR Tanjung Pinang (Paket III)",Pekerjaan Konstruksi - TA 2016 - Lelang Umum - Prakualifikasi Dua File Sistem Nilai,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/889469/jadwal,"51,9 M"
1101,888469,https://lpse.basarnas.go.id/eproc4/lelang/888469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/888469/peserta,Pembangunan Gedung Siaga SAR Tahap II Kantor SAR Mataram,Pekerjaan Konstruksi - TA 2016 - Lelang Pemilihan Langsung - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/888469/jadwal,"1,2 M"
1102,887469,https://lpse.basarnas.go.id/eproc4/lelang/887469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/887469/peserta,Pekerjaan Pengadaan Standar ABK Badan SAR Nasional,Pengadaan Barang - TA 2016 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/887469/jadwal,10 M
1103,886469,https://lpse.basarnas.go.id/eproc4/lelang/886469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/886469/peserta,Perencanaan Pembangunan Gedung Siaga dan Shelter Kendaraan Kantor SAR Ambon,Jasa Konsultansi Badan Usaha - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File Biaya Terendah,nan,spse 3,"  Rp. 76.860.000,00",Badan SAR Nasional,/eproc4/lelang/886469/jadwal,"79,8 Jt"
1104,885469,https://lpse.basarnas.go.id/eproc4/lelang/885469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/885469/peserta,Perencanaan Pembangunan Gedung Pos SAR Luwuk,Jasa Konsultansi Badan Usaha - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File Pagu Anggaran,nan,spse 3,"  Rp. 68.500.000,00",Badan SAR Nasional,/eproc4/lelang/885469/jadwal,70 Jt
1105,884469,https://lpse.basarnas.go.id/eproc4/lelang/884469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/884469/peserta,PEKERJAAN PENGADAAN RADIO INTEROPERABILITY UNTUK POS SAR BADAN SAR NASIONAL,Pengadaan Barang - TA 2016 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/884469/jadwal,30 M
1106,883469,https://lpse.basarnas.go.id/eproc4/lelang/883469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/883469/peserta,Perencanaan Pembangunan Gedung Siaga  Pos SAR Luwuk,Jasa Konsultansi Badan Usaha - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File Pagu Anggaran,nan,spse 3,"  Rp. 69.500.000,00",Badan SAR Nasional,/eproc4/lelang/883469/jadwal,"72,2 Jt"
1107,882469,https://lpse.basarnas.go.id/eproc4/lelang/882469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/882469/peserta,Perencanaan Pembangunan Gedung Pos SAR Luwuk,Jasa Konsultansi Badan Usaha - TA 2016 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/882469/jadwal,70 Jt
1108,881469,https://lpse.basarnas.go.id/eproc4/lelang/881469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/881469/peserta,Pekerjaan Pengadaan Tactical Mobile Hanggar Helikopter,Pengadaan Barang - TA 2016 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/881469/jadwal,"19,9 M"
